number,floor,single_or_double,faces,area,common_room_access
102,1,d,w,240,1
103,1,d,w,240,1
104,1,s,n,160,1
105,1,d,e,180,1
106,1,d,e,240,1
107,1,s,"e,s",165,1
201,2,d,"s,w",230,0
202,2,s,w,190,0
203,2,s,w,190,0
204,2,d,"n,w",250,0
205,2,s,e,220,0
206,2,d,e,230,0
207,2,s,"e,s",200,0
301,3,s,"s,w",155,0
302,3,s,w,130,0
303,3,s,w,170,0
304,3,s,n,165,0
305,3,s,e,120,0
306,3,s,e,150,0
