number,floor,single_or_double,faces,area,common_room_access
2A,2,s,"e,n",120,1
2B,2,s,w,110,1
2C,2,s,w,125,1
2D,2,s,w,110,1
3A,2,s,s,95,1
3B,2,s,e,115,1
4A,2,s,e,105,1
4B,2,s,e,105,1
5A,2,s,e,115,1
5B,2,s,n,70,1
6A,2,s,n,70,1
6B,2,s,w,105,1
7,3,d,"w,e",290,0
8,3,s,e,155,0
9,3,d,e,200,0
10,3,d,"n,e",390,0
11,3,d,"n,w",315,0
12,3,d,w,250,0
13,3,d,"s,e",305,0
